id,nombre,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,universidad_calle_numero,universidad_colonia,universidad_cp,gmaps_longitud,gmaps_latitud,,
1324,Universidad del Pacífico de Chiapas<br> Campus Tonalá,7,Chiapas,97,Tonalá,1,Tonalá,Privada Las Palmas 2,Fracc. Cocoteros,30500,0,0,,
3139,Instituto de Estudios Superiores de Chiapas,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Blvd. Paso Limón 244,Col. Paso Limón,29045,-93.115,16.75397,,
2440,Escuela de Terapia Física DIF,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Libramiento Norte Ote. s/n,Col. Patria Nueva,29045,0,0,,
2439,Escuela de Medicina Alternativa,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Av. Azucena 101,Col. Los Laureles,29020,0,0,,
3162,Instituto Privado del Sur de México,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,2a. Norte Oriente 460,Centro,29000,-93.115,16.75397,,
3132,Instituto de Ciencias y Especialidades de Chiapas,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,7a. Oriente 1-C,Centro,30700,-93.115,16.75397,,
3133,Instituto de Educación Superior en Gastronomía y Arte Culinario de Tuxtla,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Calle 11 Oriente Norte 447,Centro,29000,-93.115,16.75397,,
1311,Escuela de Estudios Superiores de Tuxtla,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Av. Palma Camedor 509,Col. Las Palmas,29000,0,0,,
736,Universidad Autónoma de Chiapas (UNACH),7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,"Blvd. Belisario Domínguez Km. 1081, Colina Universitaria",Col. Terán,29050,0,0,,
3019,Centro de Estudios Superiores Benemérito de las Américas,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Blvd. Belisario Domínguez 3525,Centro,29000,-93.115,16.75397,,
1312,Universidad Pedagógica Nacional (UPN) U-071 Tuxtla Gutiérrez,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Av. Simón Bolivar 680,Col. 24 de Junio,29047,-93.09239,16.7737,,
3127,Escuela Superior de Trabajo Social Jesús Aquino Juan,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Carr. Tuxtla Gutiérrez-Chiapa de Corzo Km 6.5,Col. Satélite Loma Larga,29000,-93.115,16.75397,,
3020,Centro de Formación Profesional de Chiapas Maya,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Quinta Norte Poniente 1285,,29000,-93.115,16.75397,,
2040,Centro de Actualización del Magisterio Tuxtla Gutiérrez,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Palacio Federal 3er. piso,Centro,29000,-93.11298,16.76175,,
273,Centro de Estudios Profesionales de Chiapas Fray Bartolomé de las Casas,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Blvd. Belisario Domínguez 1030-10,Centro,29000,-93.13911,16.75521,,
3212,"Universidad del Sur, Tuxtla Gutiérrez",7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,4a. Oriente Sur 354,Centro,29000,-93.115,16.75397,,
3135,Instituto de Especialización para la Competitividad,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,3ra. Norte Poniente 1395,,29000,-93.115,16.75397,,
3213,"Universidad IEU, Campus Tuxtla Gutiérrez ",7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Av. 1a. Norte-Poniente 1016,Centro,29000,-93.115,16.75397,,
2441,Escuela Gestalt de Arte y Diseño de Tuxtla,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,5a. Poniente Nte. 1443 ,Centro,29000,-93.1194,16.74173,,
3152,Instituto de Estudios Superiores Sor Juana Inés de la Cruz,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,2a. Av. Norte 741 esq. 6a. y 7a. Oriente,Centro,29000,-93.115,16.75397,,
3149,"Instituto de Estudios Superiores Isima, Plantel Tuxtla Gutiérrez",7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,1ra. Norte Oriente 241 ,Centro,29000,-93.115,16.75397,,
3200,Universidad de Ciencia y Tecnología Descartes,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Av. El Ciprés 480,Col. Mactumactzá,29065,-93.115,16.75397,,
2438,Escuela de Enfermería del Estado,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Carr. Pananericana Km. 1080,Col. Los Laureles,29050,0,0,,
3120,Escuela Normal Superior de Chiapas,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Av. 20 de Noviembre 2082,Col. Albania Alta,29010,-93.115,16.75397,,
393,"Instituto Tecnológico de la Construcción, Campus Chiapas",7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Blvd. de Los Castillos 227,Fracc. Montes Azules,29020,0,0,,
3037,Escuela de Enfermería de Tuxtla Gutiérrez,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Blvd. Belisario Domínguez 1030,,29000,-93.115,16.75397,,
3153,Instituto de Estudios Superiores Tomás de Aquino,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Av. Peru 300,Col. El Retiro,29040,-93.115,16.75397,,
1328,Universidad Pablo Guardado Chávez,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Libramiento Norte Oriente 3450,Fracc. Residencial Las Palmas,29040,-93.08403,16.75676,,
1330,"Universidad Valle del Grijalva,  Campus Tuxtla",7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Blvd. Belisario Domínguez 1755,Fracc. Bugambilias   ,29020,-93.14842,16.75454,,
3117,Escuela Normal de Licenciatura en Educación Rural Mactumactza,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Carr. a Chicuasén Km. 2  Plan de Ayala,,29110,-93.115,16.75397,,
3226,Universidad San Marcos,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Av. 4a. Norte Oriente 2284 ,Col. El Brasilito ,29040,-93.115,16.75397,,
2443,Escuela Normal de Lic. en Educación Física Pedro Reynol Ozuna Henning,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Blvd. Libramiento Norte Poniente s/n ,Col. Miravalle,29039,-93.12528,16.7742,,
3154,Instituto de Posgrados en Educación de Chiapas,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Unidad Administrativa  edif. B,Col. Maya,29000,-93.115,16.75397,,
3143,Instituto de Estudios Superiores Frontera Sur,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,2a. Oriente Norte 169,Col. Frontera Comalapa,30140,-93.115,16.75397,,
343,"Escuela Bancaria y Comercial, Campus Chiapas",7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Cjon. San Francisco Sabinal 345,Col. Jardines de Tuxtla,29020,-93.14756,16.75678,,
3155,Instituto Nacional de Estudios Fiscales,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,5a. Poniente Norte 633,Centro,29000,-93.115,16.75397,,
557,"Instituto de Estudios Superiores Contables y Administrativos del Sureste, S.C.",7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,4a. calle Oriente Sur 354 y 2a. Sur Oriente 379 ,Centro,29000,0,0,,
3219,"Universidad Linda Vista, Plantel Tuxtla Gutiérrez ",7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,6a. Poniente Norte 515 esq. 4a. y 5a. Norte,,29000,-93.115,16.75397,,
3017,"Centro de Estudios de Posgrado, Campus Tuxtla Gutiérrez ",7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,16a. Poniente norte 143,Fracc. Arboledas,29030,-93.115,16.75397,,
2042,Universidad Maya Campus Tuxtla Gutiérrez,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Calle 9a. Sur esq. 20 A Poniente,Col. Penipak,29060,-93.14038,16.75056,,
69,Universidad de Ciencias y Artes de Chiapas (UNICACH),7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,1ra. Sur Poniente 1460,Centro,29000,0,0,,
3138,Instituto de Estudios Superiores Benito Juárez García,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,5a Norte esq. Central 116,Centro,29000,-93.115,16.75397,,
2046,Fundación Mesoamericana de Cultura,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,5a Norte Poniente 2498 ,Col. Santa Mónica,29000,0,0,,
3062,Escuela Normal de Licenciatura en Educación Primaria del Estado de Tuxtla Gutiérrez,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Km. 1 Carr. al Sumidero,Col. Albania Baja,29010,-93.115,16.75397,,
2508,"Tecnológico de Monterrey, Campus Chiapas",7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Carr. a Tapanatepec km.149+746,Col. San Crispin,29020,0,0,,
737,Instituto Tecnológico y de Estudios Superiores de Monterrey<br>Campus Chiapas,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Carr. Tapanetepec Km. 149+746,Col. Juan Crispín,29020,-93.20161,16.76473,,
2442,Escuela Normal de Educadoras Bertha Von Glumer y Leyva,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Cda. Ciudad Deportiva 2,Col. Maya,29160,-93.0984,16.76089,,
753,"Universidad del Valle de México, Campus Tuxtla Gutiérrez",7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Blvd. Los Castillos 375,Villas Montes Azules,29056,-93.14302,16.75435,,
3158,"Instituto para el Desarrollo y Actualización de Profesionales, Sede Tuxtla Gutiérrez",7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,5a Poniente Norte 115,Centro,29000,-93.115,16.75397,,
3103,Escuela Normal de Licenciatura en Educación Primaria Ignacio Manuel Altamirano,7,Chiapas,102,Tuxtla Chico,1,Tuxtla Chico,Prol. Bravo s/n,,30780,-92.16889,14.94019,,
3057,Escuela Normal de Licenciatura en Educación Primaria de Villaflores,7,Chiapas,108,Villaflores,1,Villaflores,"Los Maestros Km 1.8, Magisterial",,30470,-93.2675,16.23549,,
3141,Instituto de Estudios Superiores del Sureste,7,Chiapas,108,Villaflores,1,Villaflores,Av. 7a. Pte y 2a. Sur,Barrio San Martín,30470,-93.2675,16.23549,,
2041,Centro de Estudios Superiores Frailesca,7,Chiapas,108,Villaflores,1,Villaflores,Calle 2 Av. Norte 39 ,Centro,30470,0,0,,
1321,Universidad Autónoma de Chiapas (UNACH) Facultad de Ciencias Agronómicas,7,Chiapas,108,Villaflores,1,Villaflores,"Carr. Ocozocuautla Villaflores km. 84.5, AP 78",,30470,0,0,,
3228,Universidad Pedagógica Nacional (UPN) Campus Creel,8,Chihuahua,9,Bocoyna,1,Bocoyna,Carr. Creel Arareco s/n,,33200,-107.58978,27.84157,,
3365,"Universidad Noroeste de Chihuahua, San Juanito ",8,Chihuahua,9,Bocoyna,1,Bocoyna,Pascual Orozco y Décima,Barrio Satélite,33211,-107.58925,27.84074,,
3232,Universidad Pedagógica Nacional (UPN) Campus Camargo,8,Chihuahua,11,Camargo,1,Santa Rosalía de Camargo,Angel Trías 1,Col. Centro,33700,-105.17579,27.70004,,
3231,Universidad Pedagógica Nacional (UPN) Campus Casas Grandes,8,Chihuahua,13,Casas Grandes,1,Casas Grandes,Paseo de la Reforma y Damián Carmona 3400,Col. Villa Hermosa,31770,-107.885,30.4028,,
1407,Universidad Noroeste de Chihuahua,8,Chihuahua,17,Cuauhtémoc,1,Cuauhtémoc,Km 0+220 Carr. a  Álvaro Obregón,Centro,31500,-466.90262,28.40465,,
1358,"Universidad Autónoma de Ciudad Juárez, Campus Cuauhtémoc",8,Chihuahua,17,Cuauhtémoc,1,Cuauhtémoc,Km 3.5 Carr. Anáhuac s/n,Ejido Cuauhtémoc,31600,-106.79429,28.45061,,
3234,Universidad Pedagógica Nacional (UPN) Campus Cuauhtémoc,8,Chihuahua,17,Cuauhtémoc,1,Cuauhtémoc,Av. Francisco J. Mújica y Héctor Valdez 796,Fracc. Nuevo Milenio,31544,-106.82302,28.44185,,
1409,Universidad Regional del Norte Campus Cuauhtémoc,8,Chihuahua,17,Cuauhtémoc,1,Cuauhtémoc,km. 2 Carr. Anáhuac,Parque Industrial Cuauhtémoc,,-106.82696,28.43894,,
3272,Instituto Tecnológico de Chihuahua II (ITCHII) ,8,Chihuahua,19,Chihuahua,1,Chihuahua,Av. de las Industrias 11101,Col. Complejo Industrial,31130,-106.07631,28.63679,,
1335,Claustro Universitario de Chihuahua,8,Chihuahua,19,Chihuahua,1,Chihuahua,Av. División del Norte 3104 ,Col. Altavista,31320,-106.08094,28.65659,,
772,"Instituto Superior de Arquitectura y Diseño de Chihuahua, S.C.",8,Chihuahua,19,Chihuahua,1,Chihuahua,Av. Misión del Bosque 10701,Col. Valle Escondido,31054,-106.07454,28.63535,,
3246,Escuela de Trabajo Social del Estado de Chihuahua,8,Chihuahua,19,Chihuahua,1,Chihuahua,"Cayetano Justiniani s/n, Cerro Cnel. II",Col. Lealtad I,31370,-106.07631,28.63679,,
2446,"Escuela Libre de Psicología, A.C.",8,Chihuahua,19,Chihuahua,1,Chihuahua,Calle 18 A núm. 2402 ,Col. Pacífico,31010,-106.07188,28.62485,,
2056,Centro Universitario de Chihuahua,8,Chihuahua,19,Chihuahua,1,Chihuahua,Sor Juana Inés de la Cruz 2306 ,Col. Altavista,31230,-106.07933,28.65258,,
3258,"Instituto Agustín Palacios Escudero, Campus Chihuahua",8,Chihuahua,19,Chihuahua,1,Chihuahua,Independencia 5007 entre Zubirán y Justiniani,Col. Santa Rosa,31203,-106.07631,28.63679,,
2050,Centro de Especialidades en Desarrollo y Educación,8,Chihuahua,19,Chihuahua,1,Chihuahua,Ernesto Talavera 1612,Col. Linss,31020,-106.08179,28.62189,,
3369,Universidad Politécnica de Lázaro Cárdenas (UPLC) ,8,Chihuahua,19,Chihuahua,1,Chihuahua,Av. Galeanas s/n,Col. Las 600 Casas,60950,-106.07631,28.63679,,
764,Instituto de Estudios Superiores de Chihuahua,8,Chihuahua,19,Chihuahua,1,Chihuahua,Blas Cano de los Rios 703,Col. San Felipe,31240,-106.08523,28.64427,,
3250,Escuela Normal Superior Dr. Porfirio Parra,8,Chihuahua,19,Chihuahua,1,Chihuahua,Calle 24 A  esq. 1º de Mayo 1803 y 1805,Col. Santa Rita,31020,-106.07631,28.63679,,
765,"Instituto Tecnológico de la Construcción, A.C., Campus Chihuahua",8,Chihuahua,19,Chihuahua,1,Chihuahua,Av. Universidad 2739,Col. San Felipe I Etapa,31203,0,0,,
773,Instituto Tecnológico de Chihuahua,8,Chihuahua,19,Chihuahua,1,Chihuahua,Av. Tecnológico 2909,Col. 10 de Mayo,31310,-106.0825,28.65992,,
767,Facultad de Filosofía y Letras,8,Chihuahua,19,Chihuahua,1,Chihuahua,Av. Universidad s/n,Magisterial,31130,0,0,,
768,"Universidad la Salle Chihuahua, A.C.",8,Chihuahua,19,Chihuahua,1,Chihuahua,Prol. Lomas de Majalca 11201,Col. Labor de Terrazas,31020,-106.11301,28.61656,,
3242,"Enseñanza e Investigación Superior, A.C., Campus Chihuahua",8,Chihuahua,19,Chihuahua,1,Chihuahua,Calle Sexta esq. de la Llave 1803,Centro,31000,-106.07631,28.63679,,
3265,Instituto de Administración Pública del Estado de Chihuahua,8,Chihuahua,19,Chihuahua,1,Chihuahua,Victoria 310,Centro,31000,-106.07631,28.63679,,
770,"Universidad Pedagógica Nacional del Estado de Chihuahua, UPNECH",8,Chihuahua,19,Chihuahua,1,Chihuahua,Ahuehuete 717,Col. Magisterial Universidad,31200,-106.10573,28.64369,,
3251,Escuela Normal Superior Profr. José E. Medrano R. ,8,Chihuahua,19,Chihuahua,1,Chihuahua,Sudáfrica 1100 esq. Namibia,Fracc. Residencial de León,31313,-106.07631,28.63679,,
3368,Universidad Politécnica de Chihuahua,8,Chihuahua,19,Chihuahua,1,Chihuahua,Av. Teófilo Borunda 13200,Col. Labor de Terrazas,31220,-106.07631,28.63679,,
2047,Centro Chihuahuense de Estudios de Posgrado (CCEP),8,Chihuahua,19,Chihuahua,1,Chihuahua,División del Norte 3707 ,Col. Altavista,31200,-106.07823,28.6584,,
1365,"Universidad Autónoma de Durango, Campus Chihuahua",8,Chihuahua,19,Chihuahua,1,Chihuahua,Prol. Av. de La Cantera 9501-5  ,Ejido La Haciendita,31210,-106.15413,28.64944,,
3241,Conservatorio de Música de Chihuahua,8,Chihuahua,19,Chihuahua,1,Chihuahua,Doblado 4501,Col. Popular,31350,-106.07631,28.63679,,
2053,Centro de Investigación y Docencia,8,Chihuahua,19,Chihuahua,1,Chihuahua,Lucio Cabañas 27 ,Col. Pablo Gómez,31240,0,0,,
756,Centro de Estudios Superiores del Norte,8,Chihuahua,19,Chihuahua,1,Chihuahua,Aldama 805 Altos,Centro,31000,-106.07886,28.63306,,
2054,Colegio  Palmore,8,Chihuahua,19,Chihuahua,1,Chihuahua,Gómez Farías 9 ,Centro Histórico,31000,-106.07373,28.63465,,
3267,Instituto Gastronómico L'ecole Du Chef,8,Chihuahua,19,Chihuahua,1,Chihuahua,Av. Homero 500,,31136,-106.07631,28.63679,,
1397,"Universidad del Desarrollo Profesional, Plantel Chihuahua",8,Chihuahua,19,Chihuahua,1,Chihuahua,Prol. Av. Homero 2002,Ejido Nombre de Dios,31125,-106.07349,28.64777,,
3363,"Universidad del Valle de México (UVM),  Campus Chihuahua ",8,Chihuahua,19,Chihuahua,1,Chihuahua,Av. Teófilo Borunda 14001,Ejido Labor de Terrazas,31625,-106.07631,28.63679,,
774,Universidad Regional del Norte Campus Chihuahua,8,Chihuahua,19,Chihuahua,1,Chihuahua,Allende 2628,Col. Zarco,31020,0,0,,
3273,Instituto Tecnológico de Ciudad Cuauhtémoc,8,Chihuahua,19,Chihuahua,1,Chihuahua,Av. Tecnológico 137,Col. Cuauhtémoc,31500,-106.07631,28.63679,,
2051,Centro de Estudios Superiores Elizabeth Setón,8,Chihuahua,19,Chihuahua,1,Chihuahua,Retorno Haciendas Del Valle 6721 ,Fracc. Mosaico Lomas Del Valle,31238,-106.12702,28.63105,,
3268,"Escuela Nacional de Antropología e Historia (ENAH), Unidad Chihuahua ",8,Chihuahua,19,Chihuahua,1,Chihuahua,Instituto Politécnico Nacional 301,Col. Guadalupe,31410,-106.07631,28.63679,,
1411,"Universidad TecMilenio,  Campus Chihuahua",8,Chihuahua,19,Chihuahua,1,Chihuahua,Calle Sexta y de la Llave 1803,Centro,31000,-106.07437,28.63162,,
3269,Instituto Regional de Estudios de la Familia,8,Chihuahua,19,Chihuahua,1,Chihuahua,Río de Janeiro 911,Col. Panaméricana,31200,-106.07631,28.63679,,
3364,"Universidad Nacional de Estudios Avanzados, Campus Chihuahua ",8,Chihuahua,19,Chihuahua,1,Chihuahua,Circuito Universitario 1401 esq. con Av.  Cristóbal Colón Fontanarrosa,Fracc. Bosques de San Pedro,31125,-106.07631,28.63679,,
2048,Centro de Actualización del Magisterio Chihuahua,8,Chihuahua,19,Chihuahua,1,Chihuahua,Calle 29 núm. 103 ,Centro,31000,-106.07015,28.6454,,
3270,Instituto Superior de Turismo de Chihuahua,8,Chihuahua,19,Chihuahua,1,Chihuahua,Calle 24 A esq.  1º de Mayo 1809,Col. Santa Rita,,-106.07631,28.63679,,
3257,Estudios Superiores de la Comunicación,8,Chihuahua,19,Chihuahua,1,Chihuahua,Av. División del Norte 3102 ,Col. Altavista,31320,-106.07631,28.63679,,
766,"Instituto Tecnológico y de Estudios Superiores de Monterrey, Campus Chihuahua",8,Chihuahua,19,Chihuahua,1,Chihuahua,Av. Heróico Colegio Militar 4700,Col. Nombre de Dios,31300,0,0,,
769,Universidad Tecnológica de Chihuahua,8,Chihuahua,19,Chihuahua,1,Chihuahua,Av. Montes Urales 9501,"Ejido la Haciendita, Sector 35",31216,-106.14668,28.64284,,
2575,Universidad Autónoma de Chihuahua (AUCH),8,Chihuahua,19,Chihuahua,1,Chihuahua,Av. Escorza 900,Centro,31000,-106.0723,28.63823,,
2447,Facultad de Diseño y Comunicación Gráfica,8,Chihuahua,19,Chihuahua,1,Chihuahua,Av. División del Norte 3102,Col. Alta Vista,31200,0,0,,
3227,"Instituto Benemérita y Centenaria Escuela Normal del Estado de Chihuahua, Prof. Luis Urías Belderráin",8,Chihuahua,19,Chihuahua,1,Chihuahua,Río Sacramento y Río Florido,Col. Junta de los Ríos,31300,-106.07631,28.63679,,
763,Centro de Investigación en Materiales Avanzados,8,Chihuahua,19,Chihuahua,1,Chihuahua,Av. Miguel de Cervantes 120,Complejo Industrial Chihuahua,31136,-106.13421,28.71699,,
2444,"Escuela de Arquitectura de Chihuahua, A.C.",8,Chihuahua,19,Chihuahua,1,Chihuahua,Av. Politécnico Nacional 2710,Fracc. Quintas del Sol,31250,-106.10576,28.6245,,
2052,Centro de Estudios Universitarios del Norte,8,Chihuahua,21,Delicias,1,Delicias,Calle 17½ Norte núm. 17 ,Fracc. Nogales,33000,-105.48249,28.20771,,
3284,Instituto Tecnológico de Delicias,8,Chihuahua,21,Delicias,1,Delicias,Paseo Tecnológico Km 3.5,Col. Tecnológico,33000,-105.47111,28.19333,,
3230,"Universidad Pedagógica Nacional (UPN), Campus Delicias",8,Chihuahua,21,Delicias,1,Delicias,Av. Río Florido Oriente 400,Centro,33000,-105.46452,28.19093,,
3378,"Universidad Vizcaya de las Américas, Campus Cd. Delicias ",8,Chihuahua,21,Delicias,1,Delicias,Priv. de Av. de Calz. del Charro 301,Centro,33000,-105.47111,28.19333,,
3340,"Universidad Autónoma de Chihuahua,  Campus Cd. Delicias. Facultad de Ciencias Agrícolas y Forestales",8,Chihuahua,21,Delicias,1,Delicias,"Carr. Delicias-Rosales Km 2.5,  Apdo. Postal 258 ",Centro,33000,-105.47111,28.19333,,
1775,Centro de Estudios Universitarios Vizcaya de las Américas<br>Campus Cd. Delicias,8,Chihuahua,21,Delicias,1,Delicias,Calle 2a.  Norte 413 piso 2,Col. Sector Norte,33000,-105.46892,28.19787,,
3266,Instituto de Estudios Odontológicos del Sur del Estado de Chihuahua,8,Chihuahua,21,Delicias,1,Delicias,Calle 7ª Poniente 27,,33000,-105.47111,28.19333,,
1415,Universidad Tecnológica de la Tarahumara,8,Chihuahua,27,Guachochi,1,Guachochi,Carr. Guachochi-Yoquivo km.1.5,,33180,0,0,,
3229,Universidad Pedagógica Nacional (UPN) Campus Guachochi,8,Chihuahua,27,Guachochi,1,Guachochi,Calle Pascual Orozco y Belisario Domínguez 23,Col. Los Pinos,33180,-107.06997,26.82022,,
1354,Facultad de Economía Internacional,8,Chihuahua,32,Hidalgo del Parral,1,Hidalgo del Parral,Av. Niños Héroes y Solidaridad s/n,Col. Pri,33820,-105.69915,26.9392,,
1410,Universidad Regional del Norte <br>Campus Parral,8,Chihuahua,32,Hidalgo del Parral,1,Hidalgo del Parral,Anillo Perimetral Sur Luis Donaldo Colosio km 1920 ,Cerro Blanco,33380,-105.65316,26.91947,,
3235,Centro de Estudios Superiores Nuevo Mundo,8,Chihuahua,32,Hidalgo del Parral,1,Hidalgo del Parral,Manuel Merino 16 ,Centro,33800,-105.66714,26.92209,,
3292,Instituto Tecnológico de Parral,8,Chihuahua,32,Hidalgo del Parral,1,Hidalgo del Parral,Av. Tecnológico 57,Centro,33850,-105.66714,26.92209,,
3247,Escuela Normal Experimental Miguel Hidalgo,8,Chihuahua,32,Hidalgo del Parral,1,Hidalgo del Parral,Libramiento Perimetral Luis Donaldo Colosio  Km 5 + 767 ,Col. Miguel Hidalgo,33879,-105.66714,26.92209,,
1343,Universidad Pedagógica Nacional (UPN) U-083 Campus Parral,8,Chihuahua,32,Hidalgo del Parral,1,Hidalgo del Parral,Salvador Allende esq. Esperanza s/n,Col. Palmilla,33810,-105.70778,26.94,,
3274,Instituto Tecnológico de Ciudad Jiménez,8,Chihuahua,36,Jiménez,1,José Mariano Jiménez,Av. Instituto Tecnológico s/n,Ejido Las Luisas,33980,-104.92298,27.13055,,
1364,"Universidad Autónoma de Durango, Campus Ciudad Juárez",8,Chihuahua,37,Juárez,1,Juárez,Prol. Av. Tomás Fernández 11201,Ejido Salvarcar  ,32580,-106.36139,31.69506,,
700,"Instituto Tecnológico de la Construcción, A.C., Campus Juárez",8,Chihuahua,37,Juárez,1,Juárez,Blvd. Teófilo Orunda 8471,Fracc. Acequias,32618,-106.41636,31.6883,,
681,"Instituto Tecnológico y de Estudios Superiores de Monterrey, Campus Cd. Juárez",8,Chihuahua,37,Juárez,1,Juárez,Av. Tomás Fernández Campos 8945,Parque Industrial Antonio J. Bermúdez,32470,-106.39495,31.71597,,
2327,"Centro Cultural Universitario, Ciudad Juárez",8,Chihuahua,37,Juárez,1,Juárez,Av. Pedro Rosales de León 6570,Frac.Villahermosa,32510,-106.43069,31.72084,,
1408,"Universidad Regional del Norte, Campus Juárez",8,Chihuahua,37,Juárez,1,Juárez,Camino Viejo a San José 10051 ,Col. Partido Senecú,32459,-106.43634,31.71146,,
2448,"Escuela Superior de Psicología, A.C.",8,Chihuahua,37,Juárez,1,Juárez,Damián Carmona  676 Sur ,Col. El Barreal,32040,-106.47393,31.74376,,
656,Universidad Autónoma de Ciudad Juárez ,8,Chihuahua,37,Juárez,1,Juárez,Av. Plutarco Elías Calles 1210,Col. Fovissste Chamizal,32310,-106.43364,31.74269,,
2049,Centro de Actualización del Magisterio Ciudad Juárez,8,Chihuahua,37,Juárez,1,Juárez,Benemérito de las Américas 5539 ,Col. Casas Grandes,32600,-106.44182,31.70613,,
1348,"Facultad de Ciencias Políticas y Sociales, Campus Cd. Juárez",8,Chihuahua,37,Juárez,1,Juárez,Henry Dunant 4612,Circuito Pronaf,31160,-106.44428,31.74132,,
3334,"Universidad Mexicana del Norte, S.C.",8,Chihuahua,37,Juárez,1,Juárez,Guatemala 725,El Barreal,32040,-106.47375,31.73213,,
757,"Centro de Estudios Superiores del Norte, S.C., Campus Juárez",8,Chihuahua,37,Juárez,1,Juárez,Av. Insurgentes 2543,Col. Margaritas,32330,-106.46183,31.7327,,
3275,Instituto Tecnológico de Ciudad Juárez (ITCJ) ,8,Chihuahua,37,Juárez,1,Juárez,Av. Tecnológico 1340,Frac. El Crucero,32500,-106.48502,31.74647,,
3375,Universidad Tecnológica del Paso del Norte,8,Chihuahua,37,Juárez,1,Juárez,Pez Lucio 10526,Col. Puerto de Anapra,32107,-106.48502,31.74647,,
1342,"Universidad Pedagógica Nacional, Campus Cd. Juárez",8,Chihuahua,37,Juárez,1,Juárez,Camino Viejo a San José 8370 ,Col. Partido Romero,32030,-106.40826,31.6981,,
1413,"Universidad TecMilenio, Campus Ciudad Juárez",8,Chihuahua,37,Juárez,1,Juárez,Av. Francisco Villarreal 11163 ,Col. Partido Senecú,32551,-106.38619,31.67507,,
