comp_cine_id,comp_cine_nombre,comp_cine_npantallas,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,comp_cine_calle_numero,comp_cine_colonia,comp_cine_cp,gmaps_longitud,gmaps_latitud
373,Cinépolis Sendero Matamoros,11,28,Tamaulipas,22,Matamoros,1,Heroica Matamoros,Av. Constituyentes 300,Hacienda Quinta Real,87315,-97.53485,25.85553
371,Cinemex Matamoros,9,28,Tamaulipas,22,Matamoros,1863,Hermanos de León,Av. Lauro Villar 1210,Col. Arboledas,87448,-97.47749,25.86534
376,Cinemex Dos Laredos,8,28,Tamaulipas,27,Nuevo Laredo,1,Nuevo Laredo,15 de Septiembre 3553,Col. Campestre,88278,-99.51253,27.45659
375,Cinemex Plaza Real Nuevo Laredo,7,28,Tamaulipas,27,Nuevo Laredo,1,Nuevo Laredo,Av. Reforma 4400 esq. Anáhuac,Col. México,88000,-99.51126,27.46055
374,Cinépolis México Nuevo Laredo,5,28,Tamaulipas,27,Nuevo Laredo,1,Nuevo Laredo,Madero 2810 esq. Guerrero,Centro,88000,-99.50755,27.48772
377,Cinépolis Paseo Reforma,14,28,Tamaulipas,27,Nuevo Laredo,1,Nuevo Laredo,Av. Reforma 5601,Col. Las Alamedas,88275,-99.51892,27.44312
381,Cinemex Zona Dorada,10,28,Tamaulipas,32,Reynosa,1,Reynosa,Av. Portes Gil esq. Prolongación Colón,"Colonial Del Prado, Zona Dorada",,-98.27049,26.08526
380,Cinépolis del Río Plaza Comercial,10,28,Tamaulipas,32,Reynosa,1,Reynosa,Carr. Reynosa-Matamoros s/n,Col. Antonio J. Bermúdez,88727,-98.29107,26.05665
382,Cinemex Plaza Real Reynosa,14,28,Tamaulipas,32,Reynosa,1,Reynosa,Blvd. Hidalgo 101 esq. Blvd. Las Fuentes,Fracc. Las Fuentes,,-98.31887,26.07355
778,Cinépolis VIP Plaza Periférico,4,28,Tamaulipas,32,Reynosa,1,Reynosa,"Plaza Periférico, Carr. Reynosa-Monterrey 1000",Col. Lomas del Real de Jarachinas Sur,88730,-98.36404,26.05286
656,Cinépolis Plaza Citadina Reynosa,5,28,Tamaulipas,32,Reynosa,1,Reynosa,Carr. Reynosa San Fernando 500,Col. Parque Industrial Stiva Alcalá,88796,-98.27506,26.00845
383,Cinépolis Plaza Periférico,14,28,Tamaulipas,32,Reynosa,1,Reynosa,Carret. Reynosa-Monterrey 1000,Col. Lomas del Real de Jarachinas Sur ,88730,-98.36404,26.05286
385,Multicinemas Azteca 5,5,28,Tamaulipas,33,Río Bravo,1,Ciudad Río Bravo,Av. Francisco I. Madero 128,Centro,88910,-98.09132,25.98536
384,Cinemex Paseo Río Bravo,7,28,Tamaulipas,33,Río Bravo,1,Ciudad Río Bravo,Francisco I.Madero 1160 Pte.,Col Del Valle,,-98.07408,25.98226
718,Cinépolis VIP Tampico Altama,4,28,Tamaulipas,38,Tampico,1,Tampico,Prol. Ejército Mexicano esq. Av. Cuauhtémoc,,,-97.8658,22.24857
717,Cinépolis Tampico Altama,12,28,Tamaulipas,38,Tampico,1,Tampico,Av. Ejercito Mexicano,Col. Primavera,,-97.86561,22.24859
389,Cinépolis Tampico,15,28,Tamaulipas,38,Tampico,1,Tampico,Prol. Av Hidalgo 5107,Fracc. Flamboyanes,89330,-97.87305,22.27307
388,Cinemex Tampico,10,28,Tamaulipas,38,Tampico,1,Tampico,Diagonal Norte Sur No. 1101 - A,Fracc. Tampico,,-97.86174,22.25327
719,Reforma Cinemas,4,28,Tamaulipas,40,Valle Hermoso,1,Valle Hermoso,Hidalgo E. 2a y 3a,Zona Centro,87500,-97.812,25.67342
370,Cinépolis  Plaza Campestre,12,28,Tamaulipas,41,Victoria,1,Ciudad Victoria,"Blvd. Tamaulipas 3031, Centro Comercial Plaza Campestre",Fracc. Villa Jardín,87000,-99.14132,23.76222
369,Cinemex Cd. Victoria,5,28,Tamaulipas,41,Victoria,1,Ciudad Victoria,Av. Juan B. Tijerina 2030,Col. Las Palmas,87000,-99.13989,23.74945
720,Cinépolis Adelitas,7,28,Tamaulipas,41,Victoria,1,Ciudad Victoria,Jesús Elías Piña 525,Infonavit Adelitas,,-99.15708,23.74959
430,Cinépolis Gran Patio Tlaxcala,7,29,Tlaxcala,2,Apetatitlán de Antonio Carvajal,1,Apetatitlán,Carr. Apizaco-Puebla 3,Col. El Molinito,90610,-98.20152,19.33836
702,Cinépolis Plaza Comercial Apizaco,7,29,Tlaxcala,5,Apizaco,1,Ciudad de Apizaco,"Plaza Apizaco, Blvd. 16 de Septiembre 2407",Col. Ferrocarrilera,90347,-98.13185,19.41106
861,Cinetix Apizaco,4,29,Tlaxcala,5,Apizaco,1,Ciudad de Apizaco,Blvd. Emilio Sánchez Piedras 409,Centro,90300,-98.13745,19.41784
427,Cines Metropoli Malinche,1,29,Tlaxcala,5,Apizaco,1,Ciudad de Apizaco,Av. Venustiano Carranza 702,Col. San Miguel,90300,-98.14663,19.41529
428,Cinema City Tlaxcala,6,29,Tlaxcala,33,Tlaxcala,1,Tlaxcala de Xicohténcatl,Guillermo Valle 66,Centro,90000,-98.23265,19.32509
887,Cinemex Galerías Tlaxcala,11,29,Tlaxcala,33,Tlaxcala,1,Tlaxcala de Xicohténcatl,"Lib. Tlaxcala, Santa María Acuitlapilco s/n",Col. San Sebastián,90111,-98.22869,19.29026
429,"Cinema City Tlaxcala, Plaza Inn",6,29,Tlaxcala,33,Tlaxcala,1,Tlaxcala de Xicohténcatl,Guillermo Valle 66,Centro,90500,-98.23265,19.32509
678,Citydigital Cinema,6,29,Tlaxcala,33,Tlaxcala,8,Ocotlán,Carr. Ocotlán Santa Ana s/n,Col. Ocotlán,90100,-98.22071,19.31787
426,Sala de Cine Miguel N. Lira,1,29,Tlaxcala,33,Tlaxcala,17,Santa María Ixtulco,Camino real,Col. Tlatempa,90105,-98.21445,19.32866
749,Cinépolis La Florida,5,30,Veracruz de Ignacio de la Llave,3,Acayucan,1,Acayucan,Carr. Coatzacoalcos–Salina Cruz Km. 62+480 s/n,San José,96160,-94.90808,17.93903
395,Cinemex Boca del Río,10,30,Veracruz de Ignacio de la Llave,28,Boca del Río,1,Boca del Río,Av. Ruíz Cortines esq. S.S. Juan Pablo II,Fracc. S.U.T.S.E.M,94294,-96.10904,19.16139
537,Cinemex Andamar,11,30,Veracruz de Ignacio de la Llave,28,Boca del Río,1,Boca del Río,Predio Mocambo,Col. Collado o Boticaría,,-96.10348,19.13937
644,Cinépolis El Dorado,10,30,Veracruz de Ignacio de la Llave,28,Boca del Río,1,Boca del Río,Carr. Paso del Toro-Boca del Río-Antón Lizardo 4405,San José,94290,-96.10341,19.09326
394,Cinépolis VIP El Dorado Veracruz,6,30,Veracruz de Ignacio de la Llave,28,Boca del Río,1,Boca del Río,"Carr. Paso del Toro-Boca del Río, Antón Lizardo 4405",San José,94290,-96.10334,19.09335
396,Cinépolis Las Américas Veracruz,16,30,Veracruz de Ignacio de la Llave,28,Boca del Río,1,Boca del Río,Av. Las Américas s/n,Ylang Ylang,94290,-96.10668,19.13786
762,Cinépolis VIP Las Américas Veracruz,5,30,Veracruz de Ignacio de la Llave,28,Boca del Río,37,Veracruz,Av. Las Américas s/n 3er. nivel,Col. Ylang Ylang,94290,-96.10698,19.14054
873,Cinemex Fórum Coatzacoalcos Platino,4,30,Veracruz de Ignacio de la Llave,39,Coatzacoalcos,1,Coatzacoalcos,Km 8 de La Antigua Carr. Coatzacoalcos-Minatitlán,El Tesoro,96536,-94.47445,18.14297
399,Cinemex Fórum Coatzacoalcos,9,30,Veracruz de Ignacio de la Llave,39,Coatzacoalcos,1,Coatzacoalcos,Km. 8 de la Antigua Carr. Coatzacoalcos-Minatitlan,El Tesoro,96536,-94.48748,18.14356
397,Cinépolis Patio Coatzacoalcos,10,30,Veracruz de Ignacio de la Llave,39,Coatzacoalcos,1,Coatzacoalcos,Av. Maleón Costero 1701,Col. Paraíso,96520,-94.46836,18.14975
872,Cinépolis Sendero Coatzacoalcos,8,30,Veracruz de Ignacio de la Llave,39,Coatzacoalcos,1,Coatzacoalcos,Av. Dr. José Lemarroy Carreón esq. Av. Profr. Francisco Morosini Cordero ,Puerto México,96510,-94.51481,18.14463
488,Cinemex El Palmar,8,30,Veracruz de Ignacio de la Llave,39,Coatzacoalcos,1,Coatzacoalcos,Av. Palmas 101,Paraíso,96520,-94.47448,18.14283
750,Cinemex Córdoba,7,30,Veracruz de Ignacio de la Llave,44,Córdoba,1,Córdoba,Av. 1 núm. 3511,Zona Industrial,94690,-96.92167,18.88256
538,Cinépolis Plaza Shangril-La,8,30,Veracruz de Ignacio de la Llave,68,Fortín,1,Fortín de las Flores,Av. Los Pinos 4023,Santa Leticia,94470,-96.99917,18.90366
402,Cinépolis Plaza Crystal,6,30,Veracruz de Ignacio de la Llave,87,Xalapa,1,Xalapa-Enríquez,Av. Independencia esq. Lázaro Cárdenas,Francisco Villa,91150,-96.90666,19.53866
871,Cinépolis VIP Las Américas Xalapa,4,30,Veracruz de Ignacio de la Llave,87,Xalapa,1,Xalapa-Enríquez,"Carr. Xalapa Veracruz Km 2 núm. 680, Ancla 3",Pastoressa,91193,-96.87772,19.51232
412,Cinépolis Plaza Las Américas Xalapa,15,30,Veracruz de Ignacio de la Llave,87,Xalapa,1,Xalapa-Enríquez,Carr. Xalapa-Veracruz km 2 núm. 680,Col. Pastoressa,91193,-96.8777,19.51239
925,Cinema 21,2,30,Veracruz de Ignacio de la Llave,87,Xalapa,1,Xalapa-Enríquez,José María Mata 6,Centro,91000,-96.91946,19.52738
403,Cinépolis Plaza Museo,10,30,Veracruz de Ignacio de la Llave,87,Xalapa,1,Xalapa-Enríquez,Lucio Blanco 45,Obrero Campesino,91020,-96.93366,19.54858
569,Cinépolis Chedraui Martínez de la Torre,5,30,Veracruz de Ignacio de la Llave,102,Martínez de la Torre,1,Martínez de la Torre,Blvd. Alfino Flores-B 903,Adolfo Ruíz Cortines,93607,-97.06335,20.07101
543,Cinemex Minatitlán,7,30,Veracruz de Ignacio de la Llave,108,Minatitlán,1,Minatitlán,Blvd. Instituto Tecnológico 24,Insurgentes Norte,96710,-94.58336,17.99627
413,Cinépolis Plaza Minatitlán,10,30,Veracruz de Ignacio de la Llave,108,Minatitlán,1,Minatitlán,Emiliano Zapata 10,Insurgentes Sur,96710,-94.57482,17.99492
869,Cinemex Plaza Faro,5,30,Veracruz de Ignacio de la Llave,118,Orizaba,1,Orizaba,Sur 35 esq. Vía FFCC ,Orizaba,94300,-97.08752,18.84732
625,Cinépolis Plaza Valle Orizaba,12,30,Veracruz de Ignacio de la Llave,118,Orizaba,1,Orizaba,"Av. Circunvalación 1430, int. A-02",Col. Espinal,94330,-97.09714,18.86209
758,Cinemas Henry Poza Rica,7,30,Veracruz de Ignacio de la Llave,131,Poza Rica de Hidalgo,1,Poza Rica de Hidalgo,Unión s/n esq. Michoacán y Oaxaca,México,93310,-97.45205,20.5485
407,Cinemex Patio Poza Rica,12,30,Veracruz de Ignacio de la Llave,131,Poza Rica de Hidalgo,1,Poza Rica de Hidalgo,"Carr. Poza Rica Cazones km. 50, núm. 4706",La Rueda,93306,-97.43753,20.57002
406,Cinemex Poza Rica,6,30,Veracruz de Ignacio de la Llave,131,Poza Rica de Hidalgo,1,Poza Rica de Hidalgo,Av. Puebla 502,Palma Sola,93390,-97.46592,20.54297
868,Cinépolis Río Blanco,5,30,Veracruz de Ignacio de la Llave,138,Río Blanco,1,Río Blanco,Av. Veracruz 21,Los Pinos,94732,-97.14694,18.83638
745,Cinemas San Andrés,3,30,Veracruz de Ignacio de la Llave,141,San Andrés Tuxtla,1,San Andrés Tuxtla,Ignacio de la Llave 35,Centro,95700,-95.21151,18.44965
744,Cine Club Tauro Digital,1,30,Veracruz de Ignacio de la Llave,148,Soledad de Doblado,1,Soledad de Doblado,José María Morelos Norte 111,Centro,94240,-96.42272,19.04742
408,Cinépolis Plaza Crystal Tuxpan,7,30,Veracruz de Ignacio de la Llave,189,Tuxpan,1,Túxpam de Rodríguez Cano,Av. Blvd. Demetrio Ruiz Malerva 283 int. Ancla 1,Zapote Gordo,92860,-97.42079,20.95081
410,Cinépolis Plaza del Puerto,11,30,Veracruz de Ignacio de la Llave,193,Veracruz,1,Veracruz,Av. Rafael Cuervo 1150,Reserva Tarimoya ,91850,-96.18632,19.21414
610,Cinebox Coyol,6,30,Veracruz de Ignacio de la Llave,193,Veracruz,1,Veracruz,Av. Eje 1 Poniente 924 esq. Laguna de las Tortugas,Palmas del Coyol,91779,-96.15329,19.16473
409,Cinemex Los Pinos,10,30,Veracruz de Ignacio de la Llave,193,Veracruz,1,Veracruz,Av. Rafael Cuervo entre Playa Sola y Playa del Rey,Playa Linda,,-96.17423,19.21518
757,Cinemex Las Palmas Veracruz,12,30,Veracruz de Ignacio de la Llave,193,Veracruz,1,Veracruz,Av. Miguel Ángel de Quevedo 3852,Cristobal Colón,91755,-96.15342,19.19662
867,Cinemex Nuevo Veracruz Platino,4,30,Veracruz de Ignacio de la Llave,193,Veracruz,1,Veracruz,Km 435.3 de la Carr. México-Xalapa s/n,El Laurel de Buenavista,91697,-96.18904,19.17525
504,Cinemex Nuevo Veracruz,8,30,Veracruz de Ignacio de la Llave,193,Veracruz,1,Veracruz,Km 435.3 de la Carr. México-Xalapa s/n,El Laurel de Buenavista,91697,-96.18908,19.17547
421,Cinépolis Las Américas Mérida,14,31,Yucatán,50,Mérida,1,Mérida,Calle 21 núm. 331 x 50 y 52,Col. Miguel Hidalgo,97220,-89.64881,20.99236
415,Cinépolis Vip Mérida Altabrisa,4,31,Yucatán,50,Mérida,1,Mérida,Calle 7 núm. 45,Col. Maya,97134,-89.58502,21.01853
781,Cines Siglo XXI,6,31,Yucatán,50,Mérida,1,Mérida,C. 60 Norte núm. 299E Ex Cordemex,Col. Revolución,97110,-89.62986,21.03326
724,Cinemex Galerías Mérida Platino,4,31,Yucatán,50,Mérida,1,Mérida,Calle 60 núm. 299 Carr. Mérida-Progreso Km. 8.5 ,Col. Revolución,,-89.63125,21.03896
419,Cinépolis Sendero Mérida,12,31,Yucatán,50,Mérida,1,Mérida,Calle 14 núm. 70,Col. Chuminopolis ,C.P. 97158,-89.59742,20.97662
417,Cinépolis Mérida Altabrisa,10,31,Yucatán,50,Mérida,1,Mérida,Calle 7 núm. 45,Col. Maya,97134,-89.58502,21.01853
418, Cinemex Macroplaza Mérida,10,31,Yucatán,50,Mérida,1,Mérida,Calle 33 núm. 200-A y Chichi Suárez,Col. Itzimná Polígono núm. 108,,-89.57442,20.99844
416,Cinemex Gran Plaza Mérida,7,31,Yucatán,50,Mérida,1,Mérida,Calle 75 núm. 196 y Diagonal 50,Col. Montes de Amé,C.P. 97115,-89.62572,21.03041
414,Cinemex Rex Mérida,2,31,Yucatán,50,Mérida,1,Mérida,"Calle 57 núm. 552 B X 72,Frente Al Parque De Santiago",Centro,,-89.62968,20.97106
723,Cinemex City Center Mérida,8,31,Yucatán,50,Mérida,1,Mérida,Calle 30 núm. 185 Mz. 474 Secc. 16,Col. San Ramón Norte,97117,-89.60441,21.03813
725,Cinemex Península Montejo Platino,8,31,Yucatán,50,Mérida,1,Mérida,Av. Prol. Paseo Montejo núm. 33,Col. Benito Juárez Norte,,-89.62005,21.02012
721,Cinépolis Plaza Kukulcán,7,31,Yucatán,50,Mérida,1,Mérida,Calle 99 núm. 300,Col. Ampliación Salvador Alvarado Sur,C.P. 97196,-89.59154,20.94088
722,Cinemex Canek,12,31,Yucatán,50,Mérida,1,Mérida,Av. Canek Calle 59–A núm. 277,Fracc. Yucalpeten,,-89.66302,20.99011
726,Cinemex Uptown Mérida,6,31,Yucatán,50,Mérida,1,Mérida,"Av. Correa Racho 34 x Av. José Vasconcelos, Plaza Uptown",Col. Vista Alegre,97134,-89.58288,21.01194
420,Cinemex Galerías Mérida,8,31,Yucatán,50,Mérida,1,Mérida,Calle 60 núm. 229 Carr. Mérida-Progreso Km. 8.5,Cordemex,97115,-89.63125,21.03897
727,Cines Progreso,2,31,Yucatán,59,Progreso,1,Progreso,"Calle 27,",Centro,97320,-89.66135,21.28555
782,Cinema Tizimín,2,31,Yucatán,96,Tizimín,1,Tizimín,Calle 51 núm. 424,,97700,-88.15562,21.14438
729,Cine Universal Valladolid,1,31,Yucatán,102,Valladolid,1,Valladolid,Calle 51 núm. 248,,,-88.20025,20.68294
728,Cinemex Valladolid,3,31,Yucatán,102,Valladolid,1,Valladolid,Calle 42,Col. Santa Lucia,C.P. 97780,-88.20104,20.70191
422,Cinemex Fresnillo,4,32,Zacatecas,10,Fresnillo,1,Fresnillo,Francisco García Salinas 510 ,Centro,98097,-102.86418,23.17314
423,Cinemex Zacatecas,10,32,Zacatecas,56,Zacatecas,1,Zacatecas,Av. Francisco Garcia Salinas esq. Sevilla s/n,Barrio Garcia Salinas,98018,-102.54723,22.75816
