museo_id,museo_nombre,museo_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,museo_calle_numero,museo_colonia,museo_cp,gmaps_longitud,gmaps_latitud
217,Museo de Arte Contemporáneo No. 8,Instituto Cultural de Aguascalientes (ICA),1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Morelos s/n esq. Primo Verdad,Centro,20000,-102.29483,21.8829
1790,Museo Espacio,Instituto Cultural de Aguascalientes (ICA),1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,"Manuel Gómez Morín s/n, Complejo Macro Espacuo para la Cultura y las Artes (MECA)",Ant. Talleres del FFCC,20259,-102.28105,21.89084
929,Museo Ferrocarrilero,Instituto Cultural de Aguascalientes (ICA)/Dirección de Promoción y Difusión,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,"Plaza de las Tres Centurias, Av. 28 de Agosto s/n",Barrio de la Estación,20059,-102.28093,21.88477
1808,Museo Escárcega,"Museo Escárcega, A.C.",1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Ezequiel A. Chávez 311,Barrio de la Purísima,20000,-102.28575,21.88473
1169,Museo Nacional de la Muerte,Universidad Autónoma de Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Rivero y Gutiérrez esq. Morelos,Centro,20000,-102.29551,21.88397
1453,Museo de Sitio los Arquitos,Instituto Cultural de Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Alameda y Héroe de Nacozari,Barrio La Purísima,20000,-102.28221,21.88298
2020,Museo de Sitio del Teatro Morelos,Instituto Cultural de Aguascalientes (ICA),1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,"Nieto 113, Plaza de la Patria de Aguascalientes",Zona Centro,20000,-102.29702,21.88021
602,Descubre. Museo Interactivo de Ciencia y Tecnología,Instituto para el Desarrollo de la Sociedad y el Conocimiento del Estado de Aguascalientes (IDSCEA),1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Av. San Miguel s/n,Fracc. Jardines del Parque,20270,-102.28929,21.85596
223,Museo de Aguascalientes,Instituto Cultural de Aguascalientes (ICA),1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Zaragoza 505,Centro,20000,-102.29129,21.88575
1046,Museo José Guadalupe Posada,Instituto Cultural de Aguascalientes (ICA),1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Jardín del Encino s/n lado Nte.,Barrio del Encino,20240,-102.29285,21.87537
219,Museo Regional de Historia de Aguascalientes,Secretaría de Cultura/INAH,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Venustiano Carranza 118,Centro,20000,-102.2982,21.88035
361,Museo de la Fauna ,Secretaría del Medio Ambiente Estatal/CEAR Rodolfo Landeros Gallegos,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Blvd. José María Chávez s/n,Col. Ciudad Industrial,20290,-102.29124,21.85177
2157,Museo Nacional de los Pueblos Mágicos,Ayuntamiento de Calvillo/Secretaría de Turismo,1,Aguascalientes,3,Calvillo,1,Calvillo,Av. Benito Juárez 312,Centro,20800,-102.71875,21.84691
1047,Museo Comunitario del Deporte e Historia," Asociación Civil de Pabellonences, A.C.",1,Aguascalientes,6,Pabellón de Arteaga,1,Pabellón de Arteaga,Av. 16 de Septiembre s/n esq. Irrigación,Centro,20660,-102.27492,22.14667
1048,Museo de la Insurgencia,Instituto Cultural de Aguascalientes (ICA)/Dirección de Promoción y Difusión,1,Aguascalientes,7,Rincón de Romos,1,Rincón de Romos,Plaza 24 de Enero 19,Centro,20436,-102.34162,22.17491
1069,Museo Comunitario del Juguete Tradicional Mexicano,Instituto Cultural de Aguascalientes (ICA)/Programa de Apoyo a las Culturas Municipales y Comunitarias,1,Aguascalientes,11,San Francisco de los Romo,1,San Francisco de los Romo,Benito Juárez Nte. 410,Centro,20300,-102.27265,22.08377
932,Museo Histórico Regional de Ensenada,Secretaría de Cultura/INAH,2,Baja California,1,Ensenada,1,Ensenada,Av. Gastélum s/n,Centro,22800,-116.62822,31.86338
1662,Museo de la Vid y el Vino,"Patronato del Museo de la Vid y el Vino de Baja California, A.C.",2,Baja California,1,Ensenada,1,Ensenada,Carr. Federal Tecate-Ensenada Km 81.3,Col. Valle de Guadalupe,22750,-116.5866,32.06977
592,Museo Comunitario Ruso,,2,Baja California,1,Ensenada,1,Ensenada,Principal 276,Poblado Francisco Zarco,22750,-116.58332,32.09084
620,Caracol Museo de Ciencias ,"Caracol Centro Científico y Cultural, A.C.",2,Baja California,1,Ensenada,1,Ensenada,Av. Club Rotario 3,Centro,22800,-116.62059,31.85749
653,Museo del Estero,"Fundación Estero Beach, A.C.",2,Baja California,1,Ensenada,1,Ensenada,Playas del Estero s/n,Ex- Ejido Chapultepec,22785,-116.61688,31.77748
600,Museo de Historia de Ensenada,"Centro Social Cívico y Cultural Riviera, A.C.",2,Baja California,1,Ensenada,1,Ensenada,Blvd. Lázaro Cárdenas 1421,Centro,22800,-116.61974,31.85847
1809,Museo Katsuo,Facultad de Ciencias Marinas de la Universidad Autónoma de Baja California,2,Baja California,1,Ensenada,1,Ensenada,Carr. Transpeninsular Ensenada-Tijuana 3917,Col. Playitas,22860,-116.66712,31.86424
931,Museo Histórico Comunitario del Valle de Guadalupe,,2,Baja California,1,Ensenada,114,Francisco Zarco (Valle de Guadalupe),"Calle 3ra., Mza. 25, Lote único",Col. Valle de Guadalupe,22750,0,0
742,"Museo Comunitario Altagracia A. de Arauz, San Vicente",Ayuntamiento de San Vicente,2,Baja California,1,Ensenada,243,San Vicente,"Parque Central de San Vicente, km 90 al Sur de Ensenada",,22900,0,0
2163,Museo Ku'ahl,,2,Baja California,1,Ensenada,746,Santa Catarina,,,,-115.90919,31.59441
1510,Museo Juan Rodríguez Cabrillo,,2,Baja California,1,Ensenada,857,San Quintín,Bahía a San Quintín s/n,Col. Ballenas,22950,-115.97719,30.48462
743,Museo Comunitario El Rosario,,2,Baja California,1,Ensenada,1729,El Rosario de Abajo,Camino vecinal a la playa Punta Baja s/n,Col. El Rosario de Abajo,22860,0,0
886,Museo Sol del Niño,"Patronato Museo Sol del Niño, A.C.",2,Baja California,2,Mexicali,1,Mexicali,Alfonso Esquer Sández s/n,Centro,21010,-115.47295,32.65259
1689,Museo Regional Los Pioneros de Mexicali,Particular,2,Baja California,2,Mexicali,1,Mexicali,Blvd. Adolfo López Mateos 2201,Justo Sierra,21380,-115.44073,32.61444
328,Centro  de Investigaciones Culturales Museo,Universidad Autónoma de Baja California,2,Baja California,2,Mexicali,1,Mexicali,Calle L y Av. Reforma,Col. Nueva,21100,-115.45637,32.66512
935,Museo Comunitario Juan García Aldama (cerrado por remodelación),,2,Baja California,2,Mexicali,1,Mexicali,Carr. Mexicali-San Felipe km. 57,,21730,0,0
930,Museo Comunitario El Asalto a las Tierras,Ayuntamiento de Mexicali,2,Baja California,2,Mexicali,225,Michoacán de Ocampo,Venustiano Carranza s/n esq. Lázaro Cárdenas,Centro,21700,0,0
114,Museo Comunitario Tecate,Ayuntamiento de Tecate/Centro Cultural Tecate (CECUTEC),2,Baja California,3,Tecate,1,Tecate,Tláloc 400,Col. Cuauhtémoc,21470,-116.61938,32.56996
1283,Museo de Sitio Campo Alaska,Gobierno del Estado de Baja California,2,Baja California,3,Tecate,1,Tecate,Camino Nacional Circuito Alaska s/n,Poblado La Rumorosa,21510,-116.04889,32.55108
2081,Museo de Sitio de la Zona Arqueológica El Vallecito,Secretaría de Cultura/INAH,2,Baja California,3,Tecate,65,Ejido Jacumé,Población La Rumorosa,,,-116.19137,32.59086
2055,Museo de la Lucha Libre Mexicana,Museo de la Siete A.C.,2,Baja California,4,Tijuana,1,Tijuana,Hermenegildo Galeana 8186,Centro,22000,-117.03679,32.52961
340,Museo de Cera de Tijuana,"Museo de Cera de Tijuana, S.A. de C.V.",2,Baja California,4,Tijuana,1,Tijuana,Calle Primera núm. 8281,Centro,22000,-117.03588,32.53665
1327,Museo de Historia de Tijuana,Instituto Municipal de Arte y Cultura de Tijuana (IMAC),2,Baja California,4,Tijuana,1,Tijuana,Calle 2a. s/n esq. Constitución,Centro,22000,-117.03876,32.53472
598,Museo de las Californias,Secretaría de Cultura/Centro Cultural Tijuana (CECUT),2,Baja California,4,Tijuana,1,Tijuana,Paseo de los Héroes 9350,Zona Urbana Río Tijuana,22010,-117.02305,32.53007
1276,Museo Interactivo Tijuana El Trompo,"Museo Interactivo Tijuana, A.C.",2,Baja California,4,Tijuana,1,Tijuana,Libramiento Los Insurgentes s/n,"Zona Río Tijuana, Tercera Etapa",22226,-116.93828,32.49527
934,Museo Wa-Kuatay,"Corredor Histórico Carem, A.C.",2,Baja California,5,Playas de Rosarito,1,Playas de Rosarito,Blvd. Benito Juárez 18,Centro,22710,-117.05852,32.34176
1696,Museo Comunitario de Mulegé,Delegación Municipal de Pueblo Mulegé/Comité Pro Museo Comunitario de Mulegé,3,Baja California Sur,2,Mulegé,1,Santa Rosalía,Cananea s/n,Centro,23900,0,0
1070,Museo de Historia de la Minería ,Ayuntamiento de Mulegé,3,Baja California Sur,2,Mulegé,1,Santa Rosalía,Jean Mitchell Cousteau 1 y Luis Pasteur,Col. Mesa Francia,23920,-112.26723,27.33885
1073,Museo de las Pinturas Rupestres de San Ignacio,Secretaría de Cultura/INAH,3,Baja California Sur,2,Mulegé,149,San Ignacio,Profr. Gilberto Valdivia Peña s/n,Col. San Ignacio,23930,-111.98244,26.8923
936,Museo Regional de Antropología e Historia de Baja California Sur,Secretaría de Cultura/INAH,3,Baja California Sur,3,La Paz,1,La Paz,Av. Ignacio Manuel Altamirano s/n  esq. 5 de Mayo y Constitución,Centro,23000,-110.30881,24.15956
560,Museo de Historia Regional de Todos Santos,Centro Cultural Profr. Néstor Agúndez Martínez/Ayuntamiento de La Paz,3,Baja California Sur,3,La Paz,3,Todos Santos,Benito Juárez s/n,Centro,23305,-110.22327,23.45098
2072,Centro Regional Interpretativo Ruta de Plata,Secretaría de turismo del Estado de Baja Califonria Sur,3,Baja California Sur,3,La Paz,911,El Triunfo,Calle Progreso esq. Ayuntamiento,,23210,-110.10843,23.80261
2082,Museo de sitio de la Zona Arqueológica de Sierra San Francisco,Secretaría de Cultura / INAH,3,Baja California Sur,3,La Paz,1711,San Ignacio,,,23930,-111.30598,24.72442
1128,Museo de Historia Natural de Cabo San Lucas,Ayuntamiento de Los Cabos,3,Baja California Sur,8,Los Cabos,54,Cabo San Lucas,"Calle Lázaro Cárdenas s/n, Plaza Amelia Wilkes",Centro,23410,-109.91464,22.8829
1072,Museo de las Misiones Jesuitas en Baja California,Secretaría de Cultura/INAH,3,Baja California Sur,9,Loreto,1,Loreto,Salvatierra Misioneros 16,Centro,23880,-111.34359,26.01012
1676,Museo API a Pedro Infante,Gobierno del Estado de Campeche/Administración Portuaria Integral,4,Campeche,1,Calkiní,1,Calkiní,"72 km del municipio de Calkiní, Faro de Isla Arena",,24919,-90.45257,20.68642
2150,Museo comunitario de Bécal,,4,Campeche,1,Calkiní,4,Bécal,Calle 30 s/n (Frente a la glorieta de la artesana),Col. Pablo García,24930,-90.0273,20.4356
739,"Museo de Arqueología Maya, Fuerte de San Miguel",Secretaría de Cultura/INAH,4,Campeche,2,Campeche,1,San Francisco de Campeche,Av. Escénica s/n,Col. Buenavista,24039,-90.56865,19.82463
1778,Museo  El Palacio,Centro Cultural El Palacio/Secretaría de Cultura de Campeche,4,Campeche,2,Campeche,1,San Francisco de Campeche,Calle 8 núm. 257,Centro,24000,-90.53747,19.84615
1601,Casa de la Tecnología de Campeche DGETI SECUD,"Secretaría de Educación, Cultura y Deporte de Campeche",4,Campeche,2,Campeche,1,San Francisco de Campeche,"Av. Casa de Justicia 12, PB",Col. Fracciorama 2000,24090,-90.53054,19.82404
1814,Museo de Arte Sacro (Capilla de Jesús de Nazareno),Catedral de Nuestra Señora de la Purísima Concepción,4,Campeche,2,Campeche,1,San Francisco de Campeche,Calle 55 entre 10 y 8,Centro,24000,-90.53631,19.84615
1962,Centro Cultural Casa 6,Secretaría de Turismo de Campeche,4,Campeche,2,Campeche,1,San Francisco de Campeche,Calle 57 núm. 6 entre 8 y 10,Centro,24000,-90.53696,19.84543
126,Museo de la Arquitectura Maya Baluarte de la Soledad,Secretaría de Cultura/INAH,4,Campeche,2,Campeche,1,San Francisco de Campeche,Calle 8 s/n entre 57 y 59,Centro,24000,-90.53787,19.84639
1760,Museo Universitario de la Vida ,Universidad Autónoma de Campeche,4,Campeche,2,Campeche,1,San Francisco de Campeche,Av. Lázaro Cárdenas 65,Fracc. Bugambilias,24090,-90.52628,19.82849
540,"Museo de la Ciudad, Baluarte de San Carlos",Ayuntamiento de Campeche,4,Campeche,2,Campeche,1,San Francisco de Campeche,Calle 8 s/n,Centro,24000,-90.54065,19.84458
1749,Museo Baluarte de Santa Rosa,Ayuntamiento de Campeche/Dirección de Cultura/Coordinación de Patrimonio,4,Campeche,2,Campeche,1,San Francisco de Campeche,"Cto. Baluartes, Calle 67 s/n",Barrio San Román,24000,-90.54046,19.84156
2009,Museo de Arqueología Subacuática Fuerte de San José El Alto,Secretaría de Cultura/INAH,4,Campeche,2,Campeche,1,San Francisco de Campeche,Calle 5 por Av. Francisco Morazán s/n,Col. San José El Alto,24026,-90.51048,19.86056
2108,Museo de sitio de la Zona Arqueológica de Edzná,Secretaría de Cultura/INAH,4,Campeche,2,Campeche,92,Uzahzil-Edzná (Nohyaxché),Carr. Federal Campeche-Edzná KM. 55 (localizado en el entronque con el Km 45 de la carr. núm. 188),,,-90.23059,19.59712
2039,Museo del Archivo General del Estado de Campeche,Secretaría de Gobierno de Campeche,4,Campeche,2,Campeche,333,Campeche [Corralón de Grúas],Calle 12 núm. 159,Centro,24000,-90.53696,19.84435
1918,Guanal Museo Universitario de Ciencias y Artes,Universidad Autónoma del Carmen/Secretaría de Cultura de Campeche,4,Campeche,3,Carmen,1,Ciudad del Carmen,Calle 20 B núm.  17,Col. Guanal,24139,-91.83227,18.63303
1408,Museo Victoriano Niévez Céspedes,Ayuntamiento de Ciudad del Carmen,4,Campeche,3,Carmen,1,Ciudad del Carmen,Calle 22 x 41 y 41 B,Centro,24100,-91.83906,18.64252
595,"Museo de Arqueología Maya del Camino Real, Hecelchakán",Secretaría de Cultura/INAH,4,Campeche,5,Hecelchakán,1,Hecelchakán,Calle 20 por calle 18 s/n,Centro,24800,-90.13302,20.1781
1621,Museo de la Naturaleza y Arqueología de Calakmul, Secretaría de Turismo de Campeche,4,Campeche,10,Calakmul,161,Nuevo Conhuás,Conhuas-Calakmul Zona Arqueológica km. 20,,24477,-89.89257,18.36893
1305,Museo José Ángel Villarreal,Ayuntamiento de Acuña,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,Blvd. Adolfo López Mateos s/n ,Col. Benito Juárez,26230,-100.94063,29.33027
1838,Museo Cultural de Arteaga,Ayuntamiento de Arteaga/Centro Cultural Coronel Lucio Dávila Rumayor,5,Coahuila de Zaragoza,4,Arteaga,1,Arteaga,Miguel Hidalgo y Costilla 6 Poniente Norte,Col. Jardín,22350,-100.85008,25.45051
1457,Museo de las Momias de San Antonio de las Alazanas,Secretaría de Cultura de Coahuila,5,Coahuila de Zaragoza,4,Arteaga,107,San Antonio de las Alazanas,Othón Figueroa s/n,,25370,-100.54934,25.25713
1884,Museo de la Casa de la Cultura de Cuatro Ciénegas,"Casa de la Cultura Cuatro Ciénegas, A.C.",5,Coahuila de Zaragoza,7,Cuatro Ciénegas,1,Cuatro Ciénegas de Carranza,Hidalgo 401 Pte.,Zona Centro,27640,-102.06953,26.98558
1832,Museo Ejido San Juan de Boquillas,,5,Coahuila de Zaragoza,7,Cuatro Ciénegas,1,Cuatro Ciénegas de Carranza,"Carretera Cuatro Ciénegas - Monclova, Km. 15",Ejido San Juan de Boquillas,27650,0,0
96,Museo Casa Venustiano Carranza,Secretaría de Cultura de Coahuila,5,Coahuila de Zaragoza,7,Cuatro Ciénegas,1,Cuatro Ciénegas de Carranza,Pte. Carranza Nte. 105,Centro,27640,-102.06729,26.98752
953,Museo Comunitario de la Casa de la Cultura de Francisco I. Madero,Ayuntamiento de Francisco I. Madero,5,Coahuila de Zaragoza,9,Francisco I. Madero,1,Francisco I. Madero (Chávez),Av. Vicente Guerrero s/n esq. Durango,Col. Benito Juárez,27900,0,0
951,Museo Comunitario Casa de la Cultura,Municipio de Francisco I. Madero,5,Coahuila de Zaragoza,9,Francisco I. Madero,1,Francisco I. Madero (Chávez),Vicente Guerrero s/n,Col. Benito Juárez,27900,-103.27063,25.767
1630,Museo de Historia Atlahuaco,Particular,5,Coahuila de Zaragoza,11,General Cepeda,1,General Cepeda,Francisco I. Madero esq.  Juárez,Centro,25950,0,0
85,Museo Paleontológico de Rincón Colorado,Ayuntamiento de de General Cepeda,5,Coahuila de Zaragoza,11,General Cepeda,58,Rincón Colorado,Km. 43.5 de la carretera Saltillo-Torreón,,25950,-101.33878,25.51413
1686,Museo  Emilio Indio Fernández,Ayuntamiento de Juárez,5,Coahuila de Zaragoza,15,Juárez,1,Juárez,Juárez s/n,Centro,20450,-100.72775,27.6069
960,Museo  Municipal  Gral. Jesús González Herrera,Ayuntamiento de Matamoros,5,Coahuila de Zaragoza,17,Matamoros,1,Matamoros,Calle Pabellón 10,Centro,27446,-103.23002,25.52911
33,Museo Juarista,Secretaría de Educación Pública del Estado de Coahuila,5,Coahuila de Zaragoza,17,Matamoros,1,Matamoros,Zaragoza,Ejido Congregación Hidalgo,27468,0,0
898,Museo Biblioteca Harold R. Pape,"Campo San Antonio Fundación Pape, A.C.",5,Coahuila de Zaragoza,18,Monclova,1,Monclova,Blvd. Harold R. Pape 505 Sur,Col. Guadalupe,25750,-101.42881,26.90036
470,Museo Coahuila y Texas,Secretaría de Cultura de Coahuila/Ayuntamiento de Monclova,5,Coahuila de Zaragoza,18,Monclova,1,Monclova,Ermita s/n,Sector El Pueblo,25700,-101.4155,26.90725
68,Museo El Polvorín,Ayuntamiento de Monclova,5,Coahuila de Zaragoza,18,Monclova,1,Monclova,Ocampo s/n,Centro,25700,-101.41869,26.89465
1906,Museo Quinta Julio Galán Romo ,"Amigos de la Cultura de Múzquiz, A.C.",5,Coahuila de Zaragoza,20,Múzquiz,1,Ciudad Melchor Múzquiz,Adolfo E. Romo 1422 Pte.,La Cascada,26340,-101.51652,27.87755
1840,Museo de Paleontología de Múzquiz,,5,Coahuila de Zaragoza,20,Múzquiz,1,Ciudad Melchor Múzquiz,5 de mayo 413,Centro,26340,-101.51702,27.87488
57,Museo Histórico de Múzquiz,Ayuntamiento de Múzquiz,5,Coahuila de Zaragoza,20,Múzquiz,1,Ciudad Melchor Múzquiz,Hidalgo 205,Centro,26340,-101.51498,27.87655
2140,Museo Cultural de Nadadores Dr. Américo de la Cruz,Sistema Estatal de Museos de Coahuila                                                                      ,5,Coahuila de Zaragoza,21,Nadadores,1,Nadadores,Vicente Guerrero 129 esq. Manuel Acuña,Centro,27550,-101.59111,27.02608
1702,Museo de Ocampo,Municipio de Ocampo,5,Coahuila de Zaragoza,23,Ocampo,1,Ocampo,Zaragoza s/n, Centro,27500,-102.39673,27.31351
2065,Museo del Centro Cultural Nancy Cárdenas,Secretaría de Cultura del Estado de Coahuila,5,Coahuila de Zaragoza,24,Parras,1,Parras de la Fuente,Allende 202 Pte.,Centro,27980,-102.18313,25.44049
1822,Museo del Vino. Casa Madero,"Casa Madero, S.A. de C.V.",5,Coahuila de Zaragoza,24,Parras,1,Parras de la Fuente,Carretera Paila-Parras km. 18.5,Hacieda San Lorenzo,27980,0,0
1836,Museo de la Frontera Norte,Ayuntamiento de Piedras Negras,5,Coahuila de Zaragoza,25,Piedras Negras,1,Piedras Negras,Abasolo 508,Centro,26000,-100.51452,28.70627
1837,Museo del Niño El Chapulín,Gobierno Municipal,5,Coahuila de Zaragoza,25,Piedras Negras,1,Piedras Negras,Zaragoza s/n,Centro,26020,-100.5137,28.70509
1685,Museo de Francisco Villa,Secretaría de Cultura de Coahuila,5,Coahuila de Zaragoza,28,Sabinas,1,Sabinas,Emilio Carranza esq. Gómez Farías,Centro,26700,-101.11807,27.84955
896,Museo del Desierto,"Amigos del Desierto de Coahuila, A.C.",5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Carlos Abedrop Dávila 3745,"Parque las Maravillas, Centro Metropolitano",25022,-100.96367,25.41365
1422,Museo del Palacio,Secretaría de Cultura de Coahuila,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,"Juárez e Hidalgo s/n, planta baja",Centro,25000,-101.0009,25.42205
1640,Museo Madero Espiritista,"Complejo Museográfico Cultura y Tradiciones en Movimiento, A.C.",5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Ignacio Allende Sur 720,Centro,25000,-101.00385,25.41657
1423,Museo del Sarape y Trajes Mexicanos,Secretaría de Cultura de Coahuila,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Allende Sur 160,Centro,25000,-101.00172,25.42099
1636,Museo de la  Batalla de la Angostura,"Patronato del Museo Batalla de la Angostura, A.C.",5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Nicolás Bravo 120,Centro Histórico,25000,-100.99957,25.42105
1632,Museo de los Presidentes Coahuilenses ,Gobierno del Estado de Coahuila,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo, Nicolás Bravo Sur 264  esq. Juan Antonio de la Fuente,Centro Histórico,25000,-100.99991,25.41985
1466,Museo de la Revolución Mexicana,Secretaría de Cultura de Coahuila,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Hidalgo Sur 167,Centro,25000,-101.00053,25.42039
1628,Recinto del Patrimonio Cultural Universitario,Universidad Autónoma de Coahuila,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Hidalgo Norte 211,Centro Histórico,25000,-100.99995,25.42241
1643,Museo de Paleontología de la Benemérita Escuela Normal de Coahuila,Gobierno del Estado de Coahuila/Sistema Estatal de Información Educativa,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Calz. de los Maestros 858,Centro Histórico,25000,-101.00824,25.42714
1458,Museo de la Katrina,"Complejo Museográfico Cultura y Tradiciones en Movimiento/Amigos del Museo de las Catrinas, A.C.",5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Allende Sur 720,Centro,25000,-101.00322,25.41658
1644,Sala de Arqueología Profr. Carlos Cárdenas Villarreal,Benemérita Escuela Normal de Coahuila,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Calz. de los Maestros 858,Centro Histórico,25000,-101.00803,25.42722
2060,Salas Carranza,Secretaría de Cultura de Coahuila,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Juárez y Zaragoza s/n,Zona Centro,,-101.00098,25.42182
1639,Sala Museográfica de las Leyendas ,"Complejo Museográfico Cultura y Tradiciones en Movimiento, A.C.",5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Ignacio Allende Sur 720,Centro,25000,-101.00316,25.41642
1304,Museo de la Cultura Taurina,Secretaría de Cultura de Coahuila,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Xicoténcatl 283,Centro,25000,-101.00625,25.42199
954,Museo de Historia Natural Profr. Rafael Bernardo Narro Rodriguez ,Universidad Autónoma de Coahuila/Ateneo Fuente,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Blvd. Venustiano Carranza esq. Av. Universidad s/n,Col. República Oriente,25280,-100.99131,25.44041
890,Museo Rubén Herrera,Gobierno Municipal de Saltillo,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,General Victoriano Cepeda 105,Centro,25000,-100.99802,25.42059
1641,Museo de la Muñeca ,"Complejo Museográfico Cultura y Tradiciones en Movimiento, A.C.",5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Ignacio Allende Sur 720 altos,Centro,25000,-101.00316,25.41643
1634,Pinacoteca  Artemio de Valle Arizpe,Universidad Autónoma de Coahuila/Ateneo Fuente,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Venustiano Carranza esq. Av. Universidad s/n,Col. República Oriente,25280,-100.99127,25.44046
1539,Museo de Artes Gráficas (MAG),Secretaría de Cultura de Coahuila,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Xicoténcatl 264,Centro,25000,-101.00656,25.42232
1635,Sala de Arte Colonial Artemio del Valle Arizpe ,Universidad Autónoma de Coahuila/Escuela de Bachilleres Ateneo Fuente,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Blvd. Venustiano Carranza s/n esq. Av. Universidad,Col. República Oriente,25280,-100.9913,25.44043
891,Sala Museográfica del Recinto de Juárez,Secretaría de Educación del Estado de Coahuila,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Juárez 186,Centro,25000,-100.99959,25.4211
1642,Museo de Catón,Particular,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,General Cepeda Sur 443,Centro Histórico,25000,-100.99962,25.4177
894,Museo de las Aves de México,,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Miguel Hidalgo 151,Centro,25000,-101.00233,25.41651
1424,Museo del Normalismo,Secretaría de Cultura de Coahuila,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Paseo de los Maestros 836,Centro,25000,-101.0074,25.4266
1235,Museo Madero. Centenario de la Revolución,Secretaría de Cultura de Coahuila,5,Coahuila de Zaragoza,33,San Pedro,1,San Pedro,Av. Hidalgo s/n,Centro,27800,-102.9812,25.75869
956,Museo Paleontológico de la Laguna,"Península de Coahuila, A.C.",5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Av. Juárez 580 Pte.,Centro,27000,-103.45572,25.53832
1322,Museo del Algodón,Ayuntamiento de Torreón,5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Av. Juárez 1760,Centro,27000,-103.46818,25.53688
1156,Museo de los Metales,Grupo Industrial Peñoles,5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Blvd. Laguna 3200 Pte.,Col. Metalúrgica,27370,-103.4445,25.52265
1910,Museo Comunitario Los Laguneros,"Unión Nacional de Museos Comunitarios y Ecomuseos, A.C.",5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Av. Santa María 737 Pte.,Centro,32880,0,0
1671,Planetarium Torreón,"Planetario Torreón, A.C.",5,Coahuila de Zaragoza,35,Torreón,1,Torreón,"Blvd. Juan Pablo II s/n, Bosque Urbano (Antiguo Parque Las Etnias)",Las Etnias,27058,-103.39067,25.55047
824,Museo Regional de la Laguna,Secretaría de Cultura/INAH,5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Av. Juárez s/n int. Bosque Venustiano Carranza,Centro,27000,-103.43273,25.53912
189,Museo Arocena,"Centro Cultural Arocena Laguna, A.C.",5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Cepeda 354 Sur,Centro,27000,-103.46169,25.53749
2178,Museo de los Metales,,5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Blvd. Laguna 3200 Pte.,Col. Metalúrgica,27370,-103.44513,25.52301
1277,Museo de la Revolución de Torreón,Secretaría de Cultura de Coahuila,5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Av. Lerdo de Tejada 1029,Centro,27000,-103.43698,25.555
188,Museo de la Moneda,Ayuntamiento de Torreón,5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Av. Morelos 1217 Pte.,Centro Histórico,27000,-103.46222,25.5393
959,Museo Histórico de la Ciudad. Casa del Cerro,Ayuntamiento de Torreón,5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Calz. Industria s/n,Col. Durangueña,27000,-103.46679,25.53357
